FaixaInicial	FaixaFinal	Quantidade
212660254	212670253	10000
212670254	212680253	10000
212680254	212690253	10000
212690254	212700253	10000
212700254	212710253	10000
212710254	212720253	10000
212720254	212730253	10000
212730254	212740253	10000
212740254	212750253	10000
212750254	212760253	10000
212760254	212770253	10000
212770254	212780253	10000
212780254	212790253	10000
212790254	212800253	10000
212800254	212810253	10000
212810254	212820253	10000
212820254	212830253	10000
212830254	212840253	10000
212840254	212850253	10000
212850254	212860253	10000
212860254	212870253	10000
212870254	212880253	10000
212880254	212890253	10000
212890254	212900253	10000
212900254	212910253	10000
212910254	212920253	10000
212920254	212930253	10000
212930254	212940253	10000
212940254	212950253	10000
212950254	212960253	10000
212960254	212970253	10000
212970254	212980253	10000
212980254	212990253	10000
212990254	213000253	10000
213000254	213010253	10000
213010254	213020253	10000
213020254	213030253	10000
213030254	213040253	10000
213040254	213050253	10000
213050254	213060253	10000
213060254	213070253	10000
213070254	213080253	10000
213080254	213090253	10000
213090254	213100253	10000
213100254	213110253	10000
213110254	213120253	10000
213120254	213130253	10000
213130254	213140253	10000
213140254	213150253	10000
213150254	213160253	10000
213160254	213170253	10000
213170254	213180253	10000
213180254	213190253	10000
213190254	213200253	10000
213200254	213210253	10000
213210254	213220253	10000
213220254	213230253	10000
213230254	213240253	10000
213240254	213250253	10000
213250254	213260253	10000
213260254	213270253	10000
213270254	213280253	10000
213280254	213290253	10000
213290254	213300253	10000
213300254	213310253	10000
213310254	213320253	10000
213320254	213330253	10000
213330254	213340253	10000
213340254	213350253	10000
213350254	213360253	10000
213360254	213370253	10000
213370254	213380253	10000
213380254	213390253	10000
213390254	213400253	10000
213400254	213410253	10000
213410254	213420253	10000
213420254	213430253	10000
213430254	213440253	10000
213440254	213450253	10000
213450254	213460253	10000
213460254	213470253	10000
213470254	213480253	10000
213480254	213490253	10000
213490254	213500253	10000
213500254	213510253	10000
213510254	213520253	10000
213520254	213530253	10000
213530254	213540253	10000
213540254	213550253	10000
213550254	213560253	10000
213560254	213570253	10000
213570254	213580253	10000
213580254	213590253	10000
213590254	213600253	10000
213600254	213610253	10000
213610254	213620253	10000
213620254	213630253	10000
213630254	213640253	10000
213640254	213650253	10000
213650254	213660253	10000
213660254	213670253	10000
213670254	213680253	10000
213680254	213690253	10000
213690254	213700253	10000
213700254	213710253	10000
213710254	213720253	10000
213720254	213730253	10000
213730254	213740253	10000
213740254	213750253	10000
213750254	213760253	10000
213760254	213770253	10000
213770254	213780253	10000
213780254	213790253	10000
213790254	213800253	10000
213800254	213810253	10000
213810254	213820253	10000
213820254	213830253	10000
213830254	213840253	10000
213840254	213850253	10000
213850254	213860253	10000
213860254	213870253	10000
213870254	213880253	10000
213880254	213890253	10000
213890254	213900253	10000
213900254	213910253	10000
213910254	213920253	10000
213920254	213930253	10000
213930254	213940253	10000
213940254	213950253	10000
213950254	213960253	10000
213960254	213970253	10000
213970254	213980253	10000
213980254	213990253	10000
213990254	214000253	10000
214000254	214010253	10000
214010254	214020253	10000
214020254	214030253	10000
214030254	214040253	10000
214040254	214050253	10000
214050254	214060253	10000
214060254	214070253	10000
214070254	214080253	10000
214080254	214090253	10000
214090254	214100253	10000
214100254	214110253	10000
214110254	214120253	10000
214120254	214130253	10000
214130254	214140253	10000
214140254	214150253	10000
214150254	214160253	10000
214160254	214170253	10000
214170254	214180253	10000
214180254	214190253	10000
214190254	214200253	10000
214200254	214210253	10000
214210254	214220253	10000
214220254	214230253	10000
214230254	214240253	10000
214240254	214250253	10000
214250254	214260253	10000
214260254	214270253	10000
214270254	214280253	10000
214280254	214290253	10000
214290254	214300253	10000
214300254	214310253	10000
214310254	214320253	10000
214320254	214330253	10000
214330254	214340253	10000
214340254	214350253	10000
214350254	214360253	10000
214360254	214370253	10000
214370254	214380253	10000
214380254	214390253	10000
214390254	214400253	10000
214400254	214410253	10000
214410254	214420253	10000
214420254	214430253	10000
214430254	214440253	10000
214440254	214450253	10000
214450254	214460253	10000
214460254	214470253	10000
214470254	214480253	10000
214480254	214490253	10000
214490254	214500253	10000
214500254	214510253	10000
214510254	214520253	10000
214520254	214530253	10000
214530254	214540253	10000
214540254	214550253	10000
214550254	214560253	10000
214560254	214570253	10000
214570254	214580253	10000
214580254	214590253	10000
214590254	214600253	10000
214600254	214610253	10000
214610254	214620253	10000
214620254	214630253	10000
214630254	214640253	10000
214640254	214650253	10000
214650254	214660253	10000
214660254	214670253	10000
214670254	214680253	10000
214680254	214690253	10000
214690254	214700253	10000
214700254	214710253	10000
214710254	214720253	10000
214720254	214730253	10000
214730254	214740253	10000
214740254	214750253	10000
214750254	214760253	10000
214760254	214770253	10000
214770254	214780253	10000
214780254	214790253	10000
214790254	214800253	10000
214800254	214810253	10000
214810254	214820253	10000
214820254	214830253	10000
214830254	214840253	10000
214840254	214850253	10000
214850254	214860253	10000
214860254	214870253	10000
214870254	214880253	10000
214880254	214890253	10000
214890254	214900253	10000
214900254	214910253	10000
214910254	214920253	10000
214920254	214930253	10000
214930254	214940253	10000
214940254	214950253	10000
214950254	214960253	10000
214960254	214970253	10000
214970254	214980253	10000
214980254	214990253	10000
214990254	215000253	10000
215000254	215010253	10000
215010254	215020253	10000
215020254	215030253	10000
215030254	215040253	10000
215040254	215050253	10000
215050254	215060253	10000
215060254	215070253	10000
215070254	215080253	10000
215080254	215090253	10000
215090254	215100253	10000
215100254	215110253	10000
215110254	215120253	10000
215120254	215130253	10000
215130254	215140253	10000
215140254	215150253	10000
215150254	215160253	10000
215160254	215170253	10000
215170254	215180253	10000
215180254	215190253	10000
215190254	215200253	10000
215200254	215210253	10000
215210254	215220253	10000
215220254	215230253	10000
215230254	215240253	10000
215240254	215250253	10000
215250254	215260253	10000
215260254	215270253	10000
215270254	215280253	10000
215280254	215290253	10000
215290254	215300253	10000
215300254	215310253	10000
215310254	215320253	10000
215320254	215330253	10000
215330254	215340253	10000
215340254	215350253	10000
215350254	215360253	10000
215360254	215370253	10000
215370254	215380253	10000
215380254	215390253	10000
215390254	215400253	10000
215400254	215410253	10000
215410254	215420253	10000
215420254	215430253	10000
215430254	215440253	10000
215440254	215450253	10000
215450254	215460253	10000
215460254	215470253	10000
215470254	215480253	10000
215480254	215490253	10000
215490254	215500253	10000
215500254	215510253	10000
215510254	215520253	10000
215520254	215530253	10000
215530254	215540253	10000
215540254	215550253	10000
215550254	215560253	10000
215560254	215570253	10000
215570254	215580253	10000
215580254	215590253	10000
215590254	215600253	10000
215600254	215610253	10000
215610254	215620253	10000
215620254	215630253	10000
215630254	215640253	10000
215640254	215650253	10000
215650254	215660253	10000
215660254	215670253	10000
215670254	215680253	10000
215680254	215690253	10000
215690254	215700253	10000
215700254	215710253	10000
215710254	215720253	10000
215720254	215730253	10000
215730254	215740253	10000
215740254	215750253	10000
215750254	215760253	10000
215760254	215770253	10000
215770254	215780253	10000
215780254	215790253	10000
215790254	215800253	10000
215800254	215810253	10000
215810254	215820253	10000
215820254	215830253	10000
215830254	215840253	10000
215840254	215850253	10000
215850254	215860253	10000
215860254	215870253	10000
215870254	215880253	10000
215880254	215890253	10000
215890254	215900253	10000
215900254	215910253	10000
215910254	215920253	10000
215920254	215930253	10000
215930254	215940253	10000
215940254	215950253	10000
215950254	215960253	10000
215960254	215970253	10000
215970254	215980253	10000
215980254	215990253	10000
215990254	216000253	10000
216000254	216010253	10000
216010254	216020253	10000
216020254	216030253	10000
216030254	216040253	10000
216040254	216050253	10000
216050254	216060253	10000
216060254	216070253	10000
216070254	216080253	10000
216080254	216090253	10000
216090254	216100253	10000
216100254	216110253	10000
216110254	216120253	10000
216120254	216130253	10000
216130254	216140253	10000
216140254	216150253	10000
216150254	216160253	10000
216160254	216170253	10000
216170254	216180253	10000
216180254	216190253	10000
216190254	216200253	10000
216200254	216210253	10000
216210254	216220253	10000
216220254	216230253	10000
216230254	216240253	10000
216240254	216250253	10000
216250254	216260253	10000
216260254	216270253	10000
216270254	216280253	10000
216280254	216290253	10000
216290254	216300253	10000
216300254	216310253	10000
216310254	216320253	10000
216320254	216330253	10000
216330254	216340253	10000
216340254	216350253	10000
216350254	216360253	10000
216360254	216370253	10000
216370254	216380253	10000
216380254	216390253	10000
216390254	216400253	10000
216400254	216410253	10000
216410254	216420253	10000
216420254	216430253	10000
216430254	216440253	10000
216440254	216450253	10000
216450254	216460253	10000
216460254	216470253	10000
216470254	216480253	10000
216480254	216490253	10000
216490254	216500253	10000
216500254	216510253	10000
216510254	216520253	10000
216520254	216530253	10000
216530254	216540253	10000
216540254	216550253	10000
216550254	216560253	10000
216560254	216570253	10000
216570254	216580253	10000
216580254	216590253	10000
216590254	216600253	10000
216600254	216610253	10000
216610254	216620253	10000
216620254	216630253	10000
216630254	216640253	10000
216640254	216650253	10000
216650254	216660253	10000
216660254	216670253	10000
216670254	216680253	10000
216680254	216690253	10000
216690254	216700253	10000
216700254	216710253	10000
216710254	216720253	10000
216720254	216730253	10000
216730254	216740253	10000
216740254	216750253	10000
216750254	216760253	10000
216760254	216770253	10000
216770254	216780253	10000
216780254	216790253	10000
216790254	216800253	10000
216800254	216810253	10000
216810254	216820253	10000
216820254	216830253	10000
216830254	216840253	10000
216840254	216850253	10000
216850254	216860253	10000
216860254	216870253	10000
216870254	216880253	10000
216880254	216890253	10000
216890254	216900253	10000
216900254	216910253	10000
216910254	216920253	10000
216920254	216930253	10000
216930254	216940253	10000
216940254	216950253	10000
216950254	216960253	10000
216960254	216970253	10000
216970254	216980253	10000
216980254	216990253	10000
216990254	217000253	10000
217000254	217010253	10000
217010254	217020253	10000
217020254	217030253	10000
217030254	217040253	10000
217040254	217050253	10000
217050254	217060253	10000
217060254	217070253	10000
217070254	217080253	10000
217080254	217090253	10000
217090254	217100253	10000
217100254	217110253	10000
217110254	217120253	10000
217120254	217130253	10000
217130254	217140253	10000
217140254	217150253	10000
217150254	217160253	10000
217160254	217170253	10000
217170254	217180253	10000
217180254	217190253	10000
217190254	217200253	10000
217200254	217210253	10000
217210254	217220253	10000
217220254	217230253	10000
217230254	217240253	10000
217240254	217250253	10000
217250254	217260253	10000
217260254	217270253	10000
217270254	217280253	10000
217280254	217290253	10000
217290254	217300253	10000
217300254	217310253	10000
217310254	217320253	10000
217320254	217330253	10000
217330254	217340253	10000
217340254	217350253	10000
217350254	217360253	10000
217360254	217370253	10000
217370254	217380253	10000
217380254	217390253	10000
217390254	217400253	10000
217400254	217410253	10000
217410254	217420253	10000
217420254	217430253	10000
217430254	217440253	10000
217440254	217450253	10000
217450254	217460253	10000
217460254	217470253	10000
217470254	217480253	10000
217480254	217490253	10000
217490254	217500253	10000
217500254	217510253	10000
217510254	217520253	10000
217520254	217530253	10000
217530254	217540253	10000
217540254	217550253	10000
217550254	217560253	10000
217560254	217570253	10000
217570254	217580253	10000
217580254	217590253	10000
217590254	217600253	10000
217600254	217610253	10000
217610254	217620253	10000
217620254	217630253	10000
217630254	217640253	10000
217640254	217650253	10000
217650254	217660253	10000
217660254	217670253	10000
217670254	217680253	10000
217680254	217690253	10000
217690254	217700253	10000
217700254	217710253	10000
217710254	217720253	10000
217720254	217730253	10000
217730254	217740253	10000
217740254	217750253	10000
217750254	217760253	10000
217760254	217770253	10000
217770254	217780253	10000
217780254	217790253	10000
217790254	217800253	10000
217800254	217810253	10000
217810254	217820253	10000
217820254	217830253	10000
217830254	217840253	10000
217840254	217850253	10000
217850254	217860253	10000
217860254	217870253	10000
217870254	217880253	10000
217880254	217890253	10000
217890254	217900253	10000
217900254	217910253	10000
217910254	217920253	10000
217920254	217930253	10000
217930254	217940253	10000
217940254	217950253	10000
217950254	217960253	10000
217960254	217970253	10000
217970254	217980253	10000
217980254	217990253	10000
217990254	218000253	10000
218000254	218010253	10000
218010254	218020253	10000
218020254	218030253	10000
218030254	218040253	10000
218040254	218050253	10000
218050254	218060253	10000
218060254	218070253	10000
218070254	218080253	10000
218080254	218090253	10000
218090254	218100253	10000
218100254	218110253	10000
218110254	218120253	10000
218120254	218130253	10000
218130254	218140253	10000
218140254	218150253	10000
218150254	218160253	10000
218160254	218170253	10000
218170254	218180253	10000
218180254	218190253	10000
218190254	218200253	10000
218200254	218210253	10000
218210254	218220253	10000
218220254	218230253	10000
218230254	218240253	10000
218240254	218250253	10000
218250254	218260253	10000
218260254	218270253	10000
218270254	218280253	10000
218280254	218290253	10000
218290254	218300253	10000
218300254	218310253	10000
218310254	218320253	10000
218320254	218330253	10000
218330254	218340253	10000
218340254	218350253	10000
218350254	218360253	10000
218360254	218370253	10000
218370254	218380253	10000
218380254	218390253	10000
218390254	218400253	10000
218400254	218410253	10000
218410254	218420253	10000
218420254	218430253	10000
218430254	218440253	10000
218440254	218450253	10000
218450254	218460253	10000
218460254	218470253	10000
218470254	218480253	10000
218480254	218490253	10000
218490254	218500253	10000
218500254	218510253	10000
218510254	218520253	10000
218520254	218530253	10000
218530254	218540253	10000
218540254	218550253	10000
218550254	218560253	10000
218560254	218570253	10000
218570254	218580253	10000
218580254	218590253	10000
218590254	218600253	10000
218600254	218610253	10000
218610254	218620253	10000
218620254	218630253	10000
218630254	218640253	10000
218640254	218650253	10000
218650254	218660253	10000
218660254	218670253	10000
218670254	218680253	10000
218680254	218690253	10000
218690254	218700253	10000
218700254	218710253	10000
218710254	218720253	10000
218720254	218730253	10000
218730254	218740253	10000
218740254	218750253	10000
218750254	218760253	10000
218760254	218770253	10000
218770254	218780253	10000
218780254	218790253	10000
218790254	218800253	10000
218800254	218810253	10000
218810254	218820253	10000
218820254	218830253	10000
218830254	218840253	10000
218840254	218850253	10000
218850254	218860253	10000
218860254	218870253	10000
218870254	218880253	10000
218880254	218890253	10000
218890254	218900253	10000
218900254	218910253	10000
218910254	218920253	10000
218920254	218930253	10000
218930254	218940253	10000
218940254	218950253	10000
218950254	218960253	10000
218960254	218970253	10000
218970254	218980253	10000
218980254	218990253	10000
218990254	219000253	10000
219000254	219010253	10000
219010254	219020253	10000
219020254	219030253	10000
219030254	219040253	10000
219040254	219050253	10000
219050254	219060253	10000
219060254	219070253	10000
219070254	219080253	10000
219080254	219090253	10000
219090254	219100253	10000
219100254	219110253	10000
219110254	219120253	10000
219120254	219130253	10000
219130254	219140253	10000
219140254	219150253	10000
219150254	219160253	10000
219160254	219170253	10000
219170254	219180253	10000
219180254	219190253	10000
219190254	219200253	10000
219200254	219210253	10000
219210254	219220253	10000
219220254	219230253	10000
219230254	219240253	10000
219240254	219250253	10000
219250254	219260253	10000
219260254	219270253	10000
219270254	219280253	10000
219280254	219290253	10000
219290254	219300253	10000
219300254	219310253	10000
219310254	219320253	10000
219320254	219330253	10000
219330254	219340253	10000
219340254	219350253	10000
219350254	219360253	10000
219360254	219370253	10000
219370254	219380253	10000
219380254	219390253	10000
219390254	219400253	10000
219400254	219410253	10000
219410254	219420253	10000
219420254	219430253	10000
219430254	219440253	10000
219440254	219450253	10000
219450254	219460253	10000
219460254	219470253	10000
219470254	219480253	10000
219480254	219490253	10000
219490254	219500253	10000
219500254	219510253	10000
219510254	219520253	10000
219520254	219530253	10000
219530254	219540253	10000
219540254	219550253	10000
219550254	219560253	10000
219560254	219570253	10000
219570254	219580253	10000
219580254	219590253	10000
219590254	219600253	10000
219600254	219610253	10000
219610254	219620253	10000
219620254	219630253	10000
219630254	219640253	10000
219640254	219650253	10000
219650254	219660253	10000
219660254	219670253	10000
219670254	219680253	10000
219680254	219690253	10000
219690254	219700253	10000
219700254	219710253	10000
219710254	219720253	10000
219720254	219730253	10000
219730254	219740253	10000
219740254	219750253	10000
219750254	219760253	10000
219760254	219770253	10000
219770254	219780253	10000
219780254	219790253	10000
219790254	219800253	10000
219800254	219810253	10000
219810254	219820253	10000
219820254	219830253	10000
219830254	219840253	10000
219840254	219850253	10000
219850254	219860253	10000
219860254	219870253	10000
219870254	219880253	10000
219880254	219890253	10000
219890254	219900253	10000
219900254	219910253	10000
219910254	219920253	10000
219920254	219930253	10000
219930254	219940253	10000
219940254	219950253	10000
219950254	219960253	10000
219960254	219970253	10000
219970254	219980253	10000
219980254	219990253	10000
219990254	220000253	10000
220000254	220010253	10000
220010254	220020253	10000
220020254	220030253	10000
220030254	220040253	10000
220040254	220050253	10000
220050254	220060253	10000
220060254	220070253	10000
220070254	220080253	10000
220080254	220090253	10000
220090254	220100253	10000
220100254	220110253	10000
220110254	220120253	10000
220120254	220130253	10000
220130254	220140253	10000
220140254	220150253	10000
220150254	220160253	10000
220160254	220170253	10000
220170254	220180253	10000
220180254	220190253	10000
220190254	220200253	10000
220200254	220210253	10000
220210254	220220253	10000
220220254	220230253	10000
220230254	220240253	10000
220240254	220250253	10000
220250254	220260253	10000
220260254	220270253	10000
220270254	220280253	10000
220280254	220290253	10000
220290254	220300253	10000
220300254	220310253	10000
220310254	220320253	10000
220320254	220330253	10000
220330254	220340253	10000
220340254	220350253	10000
220350254	220360253	10000
220360254	220370253	10000
220370254	220380253	10000
220380254	220390253	10000
220390254	220400253	10000
220400254	220410253	10000
220410254	220420253	10000
220420254	220430253	10000
220430254	220440253	10000
220440254	220450253	10000
220450254	220460253	10000
220460254	220470253	10000
220470254	220480253	10000
220480254	220490253	10000
220490254	220500253	10000
220500254	220510253	10000
220510254	220520253	10000
220520254	220530253	10000
220530254	220540253	10000
220540254	220550253	10000
220550254	220560253	10000
220560254	220570253	10000
220570254	220580253	10000
220580254	220590253	10000
220590254	220600253	10000
220600254	220610253	10000
220610254	220620253	10000
220620254	220630253	10000
220630254	220640253	10000
220640254	220650253	10000
220650254	220660253	10000
220660254	220670253	10000
220670254	220680253	10000
220680254	220690253	10000
220690254	220700253	10000
220700254	220710253	10000
220710254	220720253	10000
220720254	220730253	10000
220730254	220740253	10000
220740254	220750253	10000
220750254	220760253	10000
220760254	220770253	10000
220770254	220780253	10000
220780254	220790253	10000
220790254	220800253	10000
220800254	220810253	10000
220810254	220820253	10000
220820254	220830253	10000
220830254	220840253	10000
220840254	220850253	10000
220850254	220860253	10000
220860254	220870253	10000
220870254	220880253	10000
220880254	220890253	10000
220890254	220900253	10000
220900254	220910253	10000
220910254	220920253	10000
220920254	220930253	10000
220930254	220940253	10000
220940254	220950253	10000
220950254	220960253	10000
220960254	220970253	10000
220970254	220980253	10000
220980254	220990253	10000
220990254	221000253	10000
221000254	221010253	10000
221010254	221020253	10000
221020254	221030253	10000
221030254	221040253	10000
221040254	221050253	10000
221050254	221060253	10000
221060254	221070253	10000
221070254	221080253	10000
221080254	221090253	10000
221090254	221100253	10000
221100254	221110253	10000
221110254	221120253	10000
221120254	221130253	10000
221130254	221140253	10000
221140254	221150253	10000
221150254	221160253	10000
221160254	221170253	10000
221170254	221180253	10000
221180254	221190253	10000
221190254	221200253	10000
221200254	221210253	10000
221210254	221220253	10000
221220254	221230253	10000
221230254	221240253	10000
221240254	221250253	10000
221250254	221260253	10000
221260254	221270253	10000
221270254	221280253	10000
221280254	221290253	10000
221290254	221300253	10000
221300254	221310253	10000
221310254	221320253	10000
221320254	221330253	10000
221330254	221340253	10000
221340254	221350253	10000
221350254	221360253	10000
221360254	221370253	10000
221370254	221380253	10000
221380254	221390253	10000
221390254	221400253	10000
221400254	221410253	10000
221410254	221420253	10000
221420254	221430253	10000
221430254	221440253	10000
221440254	221450253	10000
221450254	221460253	10000
221460254	221470253	10000
221470254	221480253	10000
221480254	221490253	10000
221490254	221500253	10000
221500254	221510253	10000
221510254	221520253	10000
221520254	221530253	10000
221530254	221540253	10000
221540254	221550253	10000
221550254	221560253	10000
221560254	221570253	10000
221570254	221580253	10000
221580254	221590253	10000
221590254	221600253	10000
221600254	221610253	10000
221610254	221620253	10000
221620254	221630253	10000
221630254	221640253	10000
221640254	221650253	10000
221650254	221660253	10000
221660254	221670253	10000
221670254	221680253	10000
221680254	221690253	10000
221690254	221700253	10000
221700254	221710253	10000
221710254	221720253	10000
221720254	221730253	10000
221730254	221740253	10000
221740254	221750253	10000
221750254	221760253	10000
221760254	221770253	10000
221770254	221780253	10000
221780254	221790253	10000
221790254	221800253	10000
221800254	221810253	10000
221810254	221820253	10000
221820254	221830253	10000
221830254	221840253	10000
221840254	221850253	10000
221850254	221860253	10000
221860254	221870253	10000
221870254	221880253	10000
221880254	221890253	10000
221890254	221900253	10000
221900254	221910253	10000
221910254	221920253	10000
221920254	221930253	10000
221930254	221940253	10000
221940254	221950253	10000
221950254	221960253	10000
221960254	221970253	10000
221970254	221980253	10000
221980254	221990253	10000
221990254	222000253	10000
222000254	222010253	10000
222010254	222020253	10000
222020254	222030253	10000
222030254	222040253	10000
222040254	222050253	10000
222050254	222060253	10000
222060254	222070253	10000
222070254	222080253	10000
222080254	222090253	10000
222090254	222100253	10000
222100254	222110253	10000
222110254	222120253	10000
222120254	222130253	10000
222130254	222140253	10000
222140254	222150253	10000
222150254	222160253	10000
222160254	222170253	10000
222170254	222180253	10000
222180254	222190253	10000
222190254	222200253	10000
222200254	222210253	10000
222210254	222220253	10000
222220254	222230253	10000
222230254	222240253	10000
222240254	222250253	10000
222250254	222260253	10000
222260254	222270253	10000
222270254	222280253	10000
222280254	222290253	10000
222290254	222300253	10000
222300254	222310253	10000
222310254	222320253	10000
222320254	222330253	10000
222330254	222340253	10000
222340254	222350253	10000
222350254	222360253	10000
222360254	222370253	10000
222370254	222380253	10000
222380254	222390253	10000
222390254	222400253	10000
222400254	222410253	10000
222410254	222420253	10000
222420254	222430253	10000
222430254	222440253	10000
222440254	222450253	10000
222450254	222460253	10000
222460254	222470253	10000
222470254	222480253	10000
222480254	222490253	10000
222490254	222500253	10000
222500254	222510253	10000
222510254	222520253	10000
222520254	222530253	10000
222530254	222540253	10000
222540254	222550253	10000
222550254	222560253	10000
222560254	222570253	10000
222570254	222580253	10000
222580254	222590253	10000
222590254	222600253	10000
222600254	222610253	10000
222610254	222620253	10000
222620254	222630253	10000
222630254	222640253	10000
222640254	222650253	10000
222650254	222660253	10000
222660254	222670253	10000
222670254	222680253	10000
222680254	222690253	10000
222690254	222700253	10000
222700254	222710253	10000
222710254	222720253	10000
222720254	222730253	10000
222730254	222740253	10000
222740254	222750253	10000
222750254	222760253	10000
222760254	222770253	10000
222770254	222780253	10000
222780254	222790253	10000
222790254	222800253	10000
222800254	222810253	10000
222810254	222820253	10000
222820254	222830253	10000
222830254	222840253	10000
222840254	222850253	10000
222850254	222860253	10000
222860254	222870253	10000
222870254	222880253	10000
222880254	222890253	10000
222890254	222900253	10000
222900254	222910253	10000
222910254	222920253	10000
222920254	222930253	10000
222930254	222940253	10000
222940254	222950253	10000
222950254	222960253	10000
222960254	222970253	10000
222970254	222980253	10000
222980254	222990253	10000
222990254	223000253	10000
223000254	223010253	10000
223010254	223020253	10000
223020254	223030253	10000
223030254	223040253	10000
223040254	223050253	10000
223050254	223060253	10000
223060254	223070253	10000
223070254	223080253	10000
223080254	223090253	10000
223090254	223100253	10000
223100254	223110253	10000
223110254	223120253	10000
223120254	223130253	10000
223130254	223140253	10000
223140254	223150253	10000
223150254	223160253	10000
223160254	223170253	10000
223170254	223180253	10000
223180254	223190253	10000
223190254	223200253	10000
223200254	223210253	10000
223210254	223220253	10000
223220254	223230253	10000
223230254	223240253	10000
223240254	223250253	10000
223250254	223260253	10000
223260254	223270253	10000
223270254	223280253	10000
223280254	223290253	10000
223290254	223300253	10000
223300254	223310253	10000
223310254	223320253	10000
223320254	223330253	10000
223330254	223340253	10000
223340254	223350253	10000
223350254	223360253	10000
223360254	223370253	10000
223370254	223380253	10000
223380254	223390253	10000
223390254	223400253	10000
223400254	223410253	10000
223410254	223420253	10000
223420254	223430253	10000
223430254	223440253	10000
223450254	223460253	10000
223460254	223470253	10000
223470254	223480253	10000
223480254	223490253	10000
223490254	223500253	10000
223500254	223510253	10000
223510254	223520253	10000
223520254	223530253	10000
223530254	223540253	10000
223540254	223550253	10000
223550254	223560253	10000
223560254	223570253	10000
223570254	223580253	10000
223580254	223590253	10000
223590254	223600253	10000
223600254	223610253	10000
223610254	223620253	10000
223620254	223630253	10000
223630254	223640253	10000
223640254	223650253	10000
223650254	223660253	10000
223660254	223670253	10000
223670254	223680253	10000
223680254	223690253	10000
223690254	223700253	10000
223700254	223710253	10000
223710254	223720253	10000
223720254	223730253	10000
223730254	223740253	10000
223740254	223750253	10000
223750254	223760253	10000
223760254	223770253	10000
223770254	223780253	10000
223780254	223790253	10000
223790254	223800253	10000
223800254	223810253	10000
223810254	223820253	10000
223820254	223830253	10000
223830254	223840253	10000
223840254	223850253	10000
223850254	223860253	10000
223860254	223870253	10000
223870254	223880253	10000
223880254	223890253	10000
223890254	223900253	10000
223900254	223910253	10000
223910254	223920253	10000
223920254	223930253	10000
223930254	223940253	10000
223940254	223950253	10000
223950254	223960253	10000
223960254	223970253	10000
223970254	223980253	10000
223980254	223990253	10000
223990254	224000253	10000
224000254	224010253	10000
224010254	224020253	10000
224020254	224030253	10000
224030254	224040253	10000
224040254	224050253	10000
224050254	224060253	10000
224060254	224070253	10000
224070254	224080253	10000
224080254	224090253	10000
224090254	224100253	10000
224100254	224110253	10000
224110254	224120253	10000
224120254	224130253	10000
224130254	224140253	10000
224140254	224150253	10000
224150254	224160253	10000
224160254	224170253	10000
224170254	224180253	10000
224180254	224190253	10000
224190254	224200253	10000
224200254	224210253	10000
224210254	224220253	10000
224220254	224230253	10000
224230254	224240253	10000
224240254	224250253	10000
224250254	224260253	10000
224260254	224270253	10000
224270254	224280253	10000
224280254	224290253	10000
224290254	224300253	10000
224300254	224310253	10000
224310254	224320253	10000
224320254	224330253	10000
224330254	224340253	10000
224340254	224350253	10000
224350254	224360253	10000
224360254	224370253	10000
224370254	224380253	10000
224380254	224390253	10000
224390254	224400253	10000
224400254	224410253	10000
224410254	224420253	10000
224420254	224430253	10000
224430254	224440253	10000
224450254	224460253	10000
224460254	224470253	10000
224470254	224480253	10000
224480254	224490253	10000
224490254	224500253	10000
224500254	224510253	10000
224510254	224520253	10000
224520254	224530253	10000
224530254	224540253	10000
224540254	224550253	10000
224550254	224560253	10000
224560254	224570253	10000
224570254	224580253	10000
224580254	224590253	10000
224590254	224600253	10000
224600254	224610253	10000
224610254	224620253	10000
224620254	224630253	10000
224630254	224640253	10000
224640254	224650253	10000
224650254	224660253	10000
224660254	224670253	10000
224670254	224680253	10000
224680254	224690253	10000
224690254	224700253	10000
224700254	224710253	10000
224710254	224720253	10000
224720254	224730253	10000
224730254	224740253	10000
224740254	224750253	10000
224750254	224760253	10000
224760254	224770253	10000
224770254	224780253	10000
224780254	224790253	10000
224790254	224800253	10000
224800254	224810253	10000
224810254	224820253	10000
224820254	224830253	10000
224830254	224840253	10000
224840254	224850253	10000
224850254	224860253	10000
224860254	224870253	10000
224870254	224880253	10000
224880254	224890253	10000
224890254	224900253	10000
224900254	224910253	10000
224910254	224920253	10000
224920254	224930253	10000
224930254	224940253	10000
224940254	224950253	10000
224950254	224960253	10000
224960254	224970253	10000
224970254	224980253	10000
224980254	224990253	10000
224990254	225000253	10000
225000254	225010253	10000
225010254	225020253	10000
225020254	225030253	10000
225030254	225040253	10000
225040254	225050253	10000
225050254	225060253	10000
225060254	225070253	10000
225070254	225080253	10000
225080254	225090253	10000
225090254	225100253	10000
225100254	225110253	10000
225110254	225120253	10000
225120254	225130253	10000
225130254	225140253	10000
225140254	225150253	10000
225150254	225160253	10000
225160254	225170253	10000
225170254	225180253	10000
225180254	225190253	10000
225190254	225200253	10000
225200254	225210253	10000
225210254	225220253	10000
225220254	225230253	10000
225230254	225240253	10000
225240254	225250253	10000
225250254	225260253	10000
225260254	225270253	10000
225270254	225280253	10000
225280254	225290253	10000
225290254	225300253	10000
225300254	225310253	10000
225310254	225320253	10000
225320254	225330253	10000
225330254	225340253	10000
225340254	225350253	10000
225350254	225360253	10000
225360254	225370253	10000
225370254	225380253	10000
